address,categoryName,city,location/lat,location/lng,neighborhood,title
"8895 Qassem Zeinah، 4423, Jeddah 23434, Saudi Arabia",مقهى,Jeddah,21.4882412,39.3500214,الحرازات,قرين كافيه
"Al Falah, Near, Jeddah 23763, Saudi Arabia",مقهى,Jeddah,21.4996657,39.3501695,الحرازات,بون كافيه
"Al Mourjan, المرجان, Jeddah 23715, Saudi Arabia",مقهى,Jeddah,21.4764054,39.3434578,الحرازات,كافية اثير
"Almhamed stereet, Near the mosqed, Jeddah 44771, Saudi Arabia",مقهى,Jeddah,21.5061615,39.3699922,الحرازات,يو كوفي
"F8M7+HXV _, حي الحرازات, Jeddah 22371, Saudi Arabia",مقهى,Jeddah,21.4929127,39.3649172,الحرازات,مقهى الاسطورة
"F98F+PRJ، الحرازات_coffee_mish, Jeddah 22394, Saudi Arabia",مقهى,Jeddah,21.5036758,39.3518941,الحرازات,قوس كافيه
"F9V7+5X7، حي الحرازات, Jeddah 22284, Saudi Arabia",مقهى,Jeddah,21.503613,39.361721,الحرازات,قهوة أرشاد
"F9VM+42M، حي الحرازات, Jeddah 22286, Saudi Arabia",مقهى,Jeddah,21.4711673,39.41565,الحرازات,قهوة شمس
"Q5FC+P6Q, Al Asalah, Jeddah 23738, Saudi Arabia",مقهى,Jeddah,21.4961332,39.3629063,الحرازات,بارنز
"R42V+F56, Taiba, Jeddah 23832, Saudi Arabia",مقهى,Jeddah,21.492829,39.3825624,الحرازات,دبليو ام كافيه
"الحرازات، F8M6+74G، العين العزيزية،, Jeddah 22372،, Saudi Arabia",مقهى,Jeddah,21.4995984,39.3501021,الحرازات,قهوة هيام
"الشارع الحرازات العام, Jeddah 22393, Saudi Arabia",مقهى,Jeddah,21.4780341,39.3588621,الحرازات,مقهى أوزوان
"حي طيبة, 4400 ثابت ابن معاذ الانصاري JHWC4400 6844, Jeddah 23832, Saudi Arabia",مقهى,Jeddah,21.4630838,39.3736709,الحرازات,قلوريا كافيه
"شارع الحرازات العام, Jeddah 22393, Saudi Arabia",مقهى,Jeddah,21.4780466,39.3589955,الحرازات,ال&ان كافيه
"شارع الحرازات العام, Jeddah 24321, Saudi Arabia",مقهى,Jeddah,21.4668487,39.374515,الحرازات,المخا
"8938 Abdullah Sulayman, 4216, الجامعة, Jeddah 22345, Saudi Arabia",مقهى,Jeddah,21.486136,39.2583159,الجامعة,بون كافيه
"Bakhashab, الجامعة, Jeddah 22241, Saudi Arabia",مقهى,Jeddah,21.4825078,39.2379232,الجامعة,بارنز
"5163 عبد الله بن معمر التيمي(رضي الله عنه، حي الجوهرة، JJJA8670، 8670, Jeddah 22417, Saudi Arabia",مقهى,Jeddah,21.4357387,39.2636488,الجوهرة,كوفي إن ٤
"C797+QMH حي, الجوهرة, Jeddah 22433, Saudi Arabia",مقهى,Jeddah,21.4194448,39.2642325,الجوهرة,مقهى ابو هيثم
"C7V4+45W, 5, الجوهرة, Jeddah 22416, Saudi Arabia",مقهى,Jeddah,21.4428544,39.2554652,الجوهرة,بون كافيه
"4853 شارع ياسر بن عامر الكناني الفرعي، حي الكوثر, JFRA7670، 7670, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7412955,39.2119053,الكوثر,فنجان فيحان
"6216, الكوثر District، حي الكوثر،, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7281436,39.1961097,الكوثر,قهوة كلاسيك
"6668، حي الكوثر، جدة 23743 4162،, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7322804,39.2052439,الكوثر,محمصة بيور شيل
"7464 محمد المهدي بالله، الكوثر، جدة 23743 4931، Saudi Arabia",مقهى,Jeddah,21.7391548,39.2127798,الكوثر,سمو الكيف
"8046 أبي فراس الحمداني، حي الكوثر، جدة 23742 2364، Saudi Arabia",مقهى,Jeddah,21.7275806,39.1964152,الكوثر,عاج كافيه
"الكوثر, 7464 محمد المهدي بالله، الكوثر، جدة 23743 4931،،, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7389648,39.2128045,الكوثر,قهوة تشاي أداني
"P5HW+3F4، حي الكوثر،, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7276381,39.1961908,الكوثر,قهوة أزاين
"P5HW+77P, الكوثر, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7282167,39.1957131,الكوثر,قهوة الفاخر
"P5MV+PG, الكوثر, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7343145,39.1937702,الكوثر,كافيه 1979
"P5MV+PGJ، شارع الماسورة، 6864، حي الكوثر، جدة 23743 2996،, Jeddah Saudi Arabia",مقهى,Jeddah,21.7343979,39.1937808,الكوثر,قهوة قراي
"شارع الحمدانية،, الكوثر, Jeddah 23743, Saudi Arabia",مقهى,Jeddah,21.7280674,39.196322,الكوثر,إيلي كافيه
"2970 سعود الفيصل، حي الخالدية، جدة 23423 7470 Saudi Arabia",مقهى,Jeddah,21.5596764,39.1344893,الخالدية,المقهى الفرنسي
"6192 الامير محمد بن عبدالعزيز فرعي، حي الخالدية، 2900, Jeddah 23421, Saudi Arabia",مقهى,Jeddah,21.5476438,39.1339479,الخالدية,اكس كافيه
"7371 Prince Saud Al Faisal, الخالدية, Jeddah 23421, Saudi Arabia",مقهى,Jeddah,21.5588819,39.1398467,الخالدية,بارنز
"Al Imam Malek, Ar Rawdah, Jeddah 23435, Saudi Arabia",مقهى,Jeddah,21.5533817,39.1396008,الخالدية,بارنز
"الخالدية, Jeddah 23423, Saudi Arabia",مقهى,Jeddah,21.5592338,39.1422815,الخالدية,لا سيما
"G4XQ+C8, الخالدية, Jeddah 23421, Saudi Arabia",مقهى,Jeddah,21.5485625,39.1383125,الخالدية,مقهى لابيروز
"H44Q+27, الخالدية, Jeddah 23421, Saudi Arabia",مقهى,Jeddah,21.5550571,39.1382001,الخالدية,زولو كافيه
"H45H+G3W, Prince Saud Al Faisal, الخالدية, Jeddah 23421, Saudi Arabia",مقهى,Jeddah,21.5588696,39.1276996,الخالدية,1/5 مقهى الحي
"JEKA3108، 3108 الخالدية 99، 7391, Jeddah 23421, Saudi Arabia",مقهى,Jeddah,21.5090348,39.3612067,الحرازات,مقهى باب النيل
"Prince Saud Al Faisal, الخالدية, Jeddah 23423, Saudi Arabia",مقهى,Jeddah,21.5594215,39.1359011,الخالدية,مشروب 92
"Sari Br Rd, الخالدية, Jeddah 22230, Saudi Arabia",مقهى,Jeddah,21.5726771,39.1377654,الخالدية,مست كافيه
"Sari Br Rd, الخالدية, Jeddah 23445, Saudi Arabia",مقهى,Jeddah,21.5732866,39.1396927,الخالدية,نيد بيكري
"Saudia City Compound, الخالدية, Jeddah 23421, Saudi Arabia",مقهى,Jeddah,21.5553125,39.1325625,الخالدية,قهوة كستناء
"بارنيز كافيه ، Saudia City – Compounds معرض رقم ٢٠، جدة 23421, Saudi Arabia",مقهى,Jeddah,21.5590693,39.1357175,الخالدية,بيت القهوة الفرنسية
"3349، 7066 حي, الخمره, Jeddah 22534, Saudi Arabia",مقهى,Jeddah,21.3370446,39.2426296,الخمره,دوبامين كافيه
"86HX+VF7, الخمره, Jeddah 22534, Saudi Arabia",مقهى,Jeddah,21.3296614,39.2486829,الخمره,كوب من الفرح
"87H5+7X, الخمره, Jeddah 22534, Saudi Arabia",مقهى,Jeddah,21.3281654,39.2602222,الخمره,القهوة الذهبية
"87H5+7X, الخمره, Jeddah 22534, Saudi Arabia",مقهى,Jeddah,21.328172,39.2599523,الخمره,مقهى ريبوس
"حي الخمرة، JLKA2915، 2915 السندري، 6056 جده_ الخمره _ القرينيه SA, Jeddah 22534, Saudi Arabia",مقهى,Jeddah,21.3277841,39.2385884,الخمره,قهوة إمبراطور
"حي الخمرة،، 4922، 6079،, Jeddah 22534،, Saudi Arabia",مقهى,Jeddah,21.3280728,39.2575806,الخمره,ليت كب
"2697 Prince Abdullah AlFiasal St, Al Loaloa District, 8604, Jeddah 23821, Saudi Arabia",مقهى,Jeddah,21.7740274,39.054249,اللؤلؤ,قهوة روري91
"Abdalmajeed, Jeddah 23826, Saudi Arabia",مقهى,Jeddah,21.7557582,39.0656836,اللؤلؤ,مقهى سبايك الخزامى
"اللؤلؤ, Jeddah 23821, Saudi Arabia",مقهى,Jeddah,21.7743528,39.0644231,اللؤلؤ,قهوة عصام
"JHYD3794 3794 شارع الأمير عبدالمجيد الفرعي, اللؤلؤ, Jeddah 23821, Saudi Arabia",مقهى,Jeddah,21.7551943,39.0649101,اللؤلؤ,كيو لاب كافيه
"Q338+X2, اللؤلؤ, Jeddah 23821, Saudi Arabia",مقهى,Jeddah,21.7549375,39.0650625,اللؤلؤ,كيان
"3665 8758 المهجر، حي المحجر، جدة 22421, Jeddah 22321, Saudi Arabia",مقهى,Jeddah,21.444206,39.2062881,المحجر,وايت كب 
"3672 عبيد بن مسعدة، أبحر الجنوبية، جدة 23733 8882، Saudi Arabia",مقهى,Jeddah,21.4471446,39.206966,المحجر,بارنز
"8863 2، 3627، JJMA8863، JJMA8872، 8872 المحجر 2، 3518, المحجر, Jeddah 22511, Saudi Arabia",مقهى,Jeddah,21.4385335,39.1851273,المحجر,دانكن
"C5PR+Q7M، شارع الأمير فيصل،, المحجر, Jeddah 22511, Saudi Arabia",مقهى,Jeddah,21.4369583,39.1906568,المحجر,بون كافيه
"C663+6FR، المحجر، جدة 22425،, Jeddah Saudi Arabia",مقهى,Jeddah,21.4105625,39.2036875,المحجر,كيان
"C682+595, Unnamed Road, Jeddah 22425, Saudi Arabia",مقهى,Jeddah,21.4153896,39.2009788,المحجر,ديوانية القهوة العربية
"Prince Sultan Rd, المحمدية, Jeddah 23624, Saudi Arabia",مقهى,Jeddah,21.4466599,39.2077066,المحجر,كوفي الكوب السهل
"Street، طريق الملك فيصل, Petromin, District Inside Rehely Petrol Station, Jeddah 22511, Saudi Arabia",مقهى,Jeddah,21.4359553,39.1906541,المحجر,يو كافيه
"Unnamed Road, المحجر، جدة 22511، Saudi Arabia",مقهى,Jeddah,21.4252476,39.1877359,المحجر,قهوة ايمان
"طريق الملك فيصل, المحجر, Jeddah 22511, Saudi Arabia",مقهى,Jeddah,21.4361413,39.1906561,المحجر,بارنز
"2377 يزيد بن الحارث الخزرجي, المنار District, JDJB8035، 8035, Jeddah 23463, Saudi Arabia",مقهى,Jeddah,21.6012578,39.2247212,المنار,قهوة بني
"3040 Al Imam Abdul Aziz, حي الفيصلية،, 7521, Jeddah 23442, Saudi Arabia",مقهى,Jeddah,21.6029607,39.237551,المنار,بارنز
"4066 Qais Ibn Zuhair, حي المنار، Jeddah 23463, Saudi Arabia",مقهى,Jeddah,21.608979,39.24125,المنار,دايلي كب
"5165-5150 سعود الفيصل، الفيصلية، Saudi Arabia",مقهى,Jeddah,21.6128269,39.2399363,المنار,بارنز
"8442 قيس بن زهير، 4206، حي المنار،, Jeddah 23463, Saudi Arabia",مقهى,Jeddah,21.6046415,39.242572,المنار,ارت بون
"8466 قيس بن زهير، 4199، حي المنار،, Jeddah 23463،, Saudi Arabia",مقهى,Jeddah,21.6049772,39.2424717,المنار,يو كافيه
"Aabir Al Qarath St, Obhur Al-Shamaliyah, Jeddah 23817, Saudi Arabia",مقهى,Jeddah,21.5936215,39.2296026,المنار,المذاق المغربي
"Al Ajawad St, Al-Manar, Jeddah 23462, Saudi Arabia",مقهى,Jeddah,21.5951802,39.2401478,المنار,تيم هورتنز
"Al-Manar, JDJC8418، 8418 قيس بن زهير، 4212، حي المنار،،, Jeddah 23463, Saudi Arabia",مقهى,Jeddah,21.6044916,39.2426166,المنار,دارة القهوة
"Al-Manar, Jeddah 23462, Saudi Arabiaالاجواد ،",مقهى,Jeddah,21.5965625,39.2484375,المنار,دانكن
"Al-Manar, Jeddah 23463, Saudi Arabia",مقهى,Jeddah,21.6122704,39.2361065,المنار,قهوة وب
"Al-Manar, Jeddah 23463, Saudi Arabia",مقهى,Jeddah,21.5934994,39.228645,المنار,بارنز اكس
"H6VH+88W, Al-Manar, Jeddah 23462, Saudi Arabia شارع الاجواد",مقهى,Jeddah,21.5934902,39.2283744,المنار,لاميزا كافيه
"H6VH+F9Q, Al-Manar, Jeddah 23462, Saudi Arabia",مقهى,Jeddah,21.5937234,39.228477,المنار,قهوة مركاز
"J65R+GGM, Al-Manar, Jeddah 23463, Saudi Arabia قيس بن زهير ،",مقهى,Jeddah,21.6088456,39.2412929,المنار,دونات لاند
"J67Q+4X6, Qais Ibn Zuhair, Al-Manar, Jeddah 23463, Saudi Arabia",مقهى,Jeddah,22.2042472,39.1161806,المنار,ايرث كافيه
"بجوار دوار الجمل, King Abdul Aziz Rd, Abhur Al Junoobiyah, Jeddah 23734, Saudi Arabia",مقهى,Jeddah,21.6048014,39.2425227,المنار,مقهى شاطئ السيف
"يزيد بن الحارث الخزرجي (رضي الله عنه, Al-Manar, Jeddah 23463, Saudi Arabia",مقهى,Jeddah,21.6010437,39.2247787,المنار,عنوان القهوة
"2469 Ali An Naqi، حي المروة، JDMA8313، 8313, Jeddah 23542, Saudi Arabia",مقهى,Jeddah,21.6207459,39.1865897,المروة,مقهى اقتراحي
"3730 8359 Al Manini, المروة, Jeddah 23543, Saudi Arabia",مقهى,Jeddah,21.6212207,39.1984732,المروة,هاز كافيه
"7426 عمرو النميري, Al Amwaj, JHYA4829، 4829, Jeddah 23814, Saudi Arabia",مقهى,Jeddah,21.620768,39.194638,المروة,بارنز
"8708 عروه بن اكورد, المروة District, JDMA3674، 3674, Jeddah 23544, Saudi Arabia",مقهى,Jeddah,21.6243924,39.1983725,المروة,مساحة قهوة
"Al Faisaliyyah, Aziz mall الأمير ماجد، الفيصلية،, Jeddah 23447, Saudi Arabia",مقهى,Jeddah,21.6163398,39.1969628,المروة,تيم هورتنز
"Al Manini, المروة, Jeddah 23545, Saudi Arabia",مقهى,Jeddah,21.6241871,39.2115604,المروة,قهوة محمصة
"Al-Safa, Jeddah 22345, Saudi Arabia",مقهى,Jeddah,21.6246386,39.2084673,المروة,كيمس
"Dist, المروة, Abi Habib Al Ansari St, Jeddah 23541, Saudi Arabia",مقهى,Jeddah,21.6086599,39.1899554,المروة,مقهى اي اند واي
"Hira St, المروة, Jeddah 23536, Saudi Arabia",مقهى,Jeddah,21.620937,39.1913062,المروة,مقهى دومين ون
"Hira St, المروة, Jeddah 23543, Saudi Arabia",مقهى,Jeddah,21.6221085,39.2024399,المروة,مقهى مانويل سيجنتشر
"J59Q+6P3, المروة, Jeddah 23541, Saudi Arabiaالحيدري ،",مقهى,Jeddah,21.6180072,39.18931,المروة,مقهى لامبرت
"Mulla Niyazi, Al-Safa, Jeddah 23452, Saudi Arabia",مقهى,Jeddah,21.6192026,39.1923521,المروة,ماك كافيه
"Obhur Al-Shamaliyah, Jeddah 23815, Saudi Arabia",مقهى,Jeddah,21.6242233,39.2104926,المروة,ماك كافيه
"حي, Al Ajawad St، H6VH+86، المنار، الياسمين مول بوابه 4 Al-Manar, Jeddah 23462, Saudi Arabia",مقهى,Jeddah,21.603427,39.1995882,المروة,مقهى أهل جدة
"عامر بن أبي ربيعة, المروة, Jeddah 23543, Saudi Arabia",مقهى,Jeddah,21.613715,39.2087104,المروة,اونزا كافيه
"فرع حراء 3, المروة, HRIA STREET IN FRONT OF MANUEL MARKET, Jeddah Saudi Arabia",مقهى,Jeddah,21.6232639,39.2032918,المروة,بارنز
"بجوار محطة النفط الأول, Jeddah 22394, Saudi Arabia",مقهى,Jeddah,21.4724471,39.3734063,المحاميد,مقهى بانكو
"6847 Hamad Sulayyman, 6847، 4018 حمد سليمان، حي مشرفة 23336, Jeddah 23336, Saudi Arabia",مقهى,Jeddah,21.5370194,39.1929755,المشرفية,مقهى ميرا
"7608 Al Tadamon Al Arabi, Mishrifah District, JCMA5164, 5164, Jeddah 23336, Saudi Arabia",مقهى,Jeddah,21.5439013,39.2042818,المشرفية,مقهى بولي
"المشرفية District, JCMA6487، 6487 البلبل، 4016, Jeddah 23335, Saudi Arabia",مقهى,Jeddah,21.5340335,39.1929872,المشرفية,قهوة مالك
"Al-Madinah Al-Munawarah Road Adjacent to Mohammed Al-Taweel, Jeddah 21451, Saudi Arabia",مقهى,Jeddah,21.5351281,39.1787877,المشرفية,مقهى ديليسيا
"Palestine, Mishrifah, Jeddah 23335, Saudi Arabia",مقهى,Jeddah,22.2045225,39.1161926,المشرفية,تيم هورتنز
"Q3QV+8PR عابر القارات, شارع عابر القرات, Al Sawari, Jeddah 23826, Saudi Arabia",مقهى,Jeddah,21.5454945,39.2132892,المشرفية,قمرية كافيه
"Unnamed Road, المشرفية, Jeddah 23335, Saudi Arabia",مقهى,Jeddah,21.5331203,39.193211,المشرفية,قهوة بلو روز
"أبو حزم الأنصاري, Al Rayaan, Jeddah 23643, Saudi Arabia",مقهى,Jeddah,21.5342542,39.2008765,المشرفية,قهوة النجوم 
"حي, King Fahd Br Rd, المشرفية, Jeddah 22231, Saudi Arabia",مقهى,Jeddah,21.538739,39.1914199,المشرفية,حياة كافيه
"4313 شافع بن السائب، حي الحرازات، JAZD6638، 6638, Jeddah 22393, Saudi Arabia",مقهى,Jeddah,21.6580273,39.1237983,المحمدية,الاكا كافي
"6610 Abi Al Qassem Al Selmi, Al Basatin District, JETC4603، 4603, Jeddah 23719, Saudi Arabia",مقهى,Jeddah,21.662438,39.1210575,المحمدية, قهوة سكر
"7686 Amna Bint Wahb St, المحمدية, Jeddah 23621, Saudi Arabia",مقهى,Jeddah,21.6376079,39.1414036,المحمدية,ويان ومادي
"7864 حي المحمدية جدة 23615 5017، المحمدية، جدة 23615، Saudi Arabia",مقهى,Jeddah,21.631612,39.1303011,المحمدية,مقهى سويت ارمي
"9099 Aminah Bint Wahb Street, Al Muhamadiya, Jeddah 23623, Saudi Arabia",مقهى,Jeddah,21.6504714,39.1370325,المحمدية,مقهى ومحمصة حصاد البن
"9334 شارع أبي هيثم الأنصاري، حي المحمدية, المحمدية, Jeddah 23623, Saudi Arabia",مقهى,Jeddah,21.6508696,39.1384698,المحمدية,قهوة مركاز
"Abi Haitham Al Ansari, المحمدية, Jeddah 23624, Saudi Arabia",مقهى,Jeddah,21.6565698,39.1343367,المحمدية,قهوة بني
"المحجر، شارع المحجر، حي, Jeddah Saudi Arabia",مقهى,Jeddah,21.6513898,39.1358483,المحمدية,بون كافيه
"المحمدية, Jeddah 23623, Saudi Arabia",مقهى,Jeddah,21.644044,39.1412961,المحمدية,مقهى و محمصة كوب و كوش
"المحمدية, Jeddah 23624, Saudi Arabia",مقهى,Jeddah,21.6549659,39.1248995,المحمدية,برانش وقهوة لامينا
"F83H+Q5Q, Al'ayn Al Aziziyah, Jeddah 22375, Saudi Arabia",مقهى,Jeddah,21.6494338,39.1303309,المحمدية,كوفي شوب اغادير
"F8GV+HHX, Jeddah 22392, Saudi Arabia",مقهى,Jeddah,21.6677603,39.1217716,المحمدية,بول كافيه
"F8H4+R97, Quwaizah, Jeddah 21577, Saudi Arabia",مقهى,Jeddah,21.6571682,39.1240162,المحمدية,قهوة أس بار
"J4RJ+H4M، شارع الأمير سلطان بن عبدالعزيز, المحمدية, Jeddah 23623, Saudi Arabia",مقهى,Jeddah,21.6414617,39.1302903,المحمدية,قهوة ايتش
"JENA2817, المحمدية, Jeddah 23621, Saudi Arabia",مقهى,Jeddah,21.6407305,39.1336241,المحمدية,مقهى سينك
"King Abdul Aziz Rd, المحمدية, Jeddah 23617, Saudi Arabia",مقهى,Jeddah,21.495512,39.2355259,جامعة الملك عبدالعزيز,اوفردوز
"King Abdulaziz Branch Rd, المحمدية, Jeddah 23617, Saudi Arabia",مقهى,Jeddah,21.6483407,39.1121274,المحمدية,بون كافيه
"King Abdullah Rd, Al Fayha'a, Jeddah 13012, Saudi Arabia",مقهى,Jeddah,21.6580686,39.1238094,المحمدية,دانكن
"M5C9+57W, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",مقهى,Jeddah,21.6572077,39.1241015,المحمدية,بونون كافيه
"Prince Sultan Branch Rd, المحمدية, Jeddah 23616, Saudi Arabia",مقهى,Jeddah,21.6373724,39.1312238,المحمدية,بارنز
"Prince Sultan Branch Rd, المحمدية, Jeddah 23624, Saudi Arabia",مقهى,Jeddah,21.6550045,39.1248652,المحمدية,بارنز
"Prince Sultan Rd, المحمدية, Jeddah 23621, Saudi Arabia",مقهى,Jeddah,21.6351347,39.1329393,المحمدية,رايس كافيه
"Prince Sultan Rd, المحمدية, Jeddah 23624, Saudi Arabia",مقهى,Jeddah,21.6523404,39.1259713,المحمدية,مقهى فيلفيت
"Prince Sultan Rd, Al Muhammadiyah District, Jeddah 21352, Saudi Arabia",مقهى,Jeddah,21.4836988,39.3699897,الحرازات,مقهى النيل لازرق
"R632+WHF, Al Frosyah, Jeddah 23783, Saudi Arabia",مقهى,Jeddah,21.640626,39.1332089,المحمدية,كافيه ديامي
"Souwied Ibn Sakhr, المحمدية, Jeddah 23623, Saudi Arabia",مقهى,Jeddah,21.6454937,39.1329541,المحمدية,مقهى آسر
"المحمدية،, Jeddah 23617, Saudi Arabia",مقهى,Jeddah,21.6485642,39.1125807,المحمدية,رو كافيه
"شارع حبيب الفهري الفرعي, Abruq Ar Rughamah, Jeddah 21499, Saudi Arabia",مقهى,Jeddah,21.6618604,39.1194505,المحمدية,قهوة مكان
"قيس بن الهيثم(رضي الله عنه، JKUD3967، 3967، ، 7101،, Jeddah 22789, Saudi Arabia",مقهى,Jeddah,21.6541568,39.1117276,المحمدية,اسبريسو
"Al Montazah, Jeddah 23468, Saudi Arabia",مقهى,Jeddah,21.5832338,39.2941518,المنتزه,فيرو كافيه
"2389 أبي القاسم الرومي, المريخ, حي, JBKA7503, 7503, Jeddah 23253, Saudi Arabia",مقهى,Jeddah,21.5379541,39.2978319,المريخ,مقهى آد وولف
"3760 حي بن ثعلبه بن الهون، مريخ، جدة 23252 7462، Saudi Arabia",مقهى,Jeddah,21.5492467,39.2948643,المريخ,يو كافيه
"G885+P95, المريخ, Jeddah 22274, Saudi Arabia",مقهى,Jeddah,21.5168468,39.3084445,المريخ,كوبي Cafe
"G8M6+6QH وادي, المريخ, Jeddah 23253, Saudi Arabia",مقهى,Jeddah,21.5330531,39.3119966,المريخ,قهوة اربعه مواسم
"H73P+C37, Palestine, Mraykh, Jeddah 23252, Saudi Arabia",مقهى,Jeddah,21.5535391,39.2851748,المريخ,بارنز
"Mraykh, Jeddah 23252, Saudi Arabia",مقهى,Jeddah,21.5454041,39.2866607,المريخ,قهوة الموسم
"Palestine, Ash Shorooq, Jeddah 23361, Saudi Arabia",مقهى,Jeddah,21.555381,39.2870561,المريخ,ويك اب كافيه
"الحرازات, المريخ, Jeddah 22274, Saudi Arabia",مقهى,Jeddah,21.517058,39.3079283,المريخ,القهوة العتيقة 
"شارع, المريخ, Jeddah 22274, Saudi Arabia",مقهى,Jeddah,21.5173125,39.3079515,المريخ,روقان الكيف
"طريق الحرازات, المريخ, Jeddah 22273, Saudi Arabia",مقهى,Jeddah,21.5225909,39.3083665,المريخ,كوب قهوه
"مريخ، جدة 23252",مقهى,Jeddah,21.7546089,39.1027945,ابحر الشمالية,فيكا كافيه
"Al Muntazahat، حي, Jeddah Saudi Arabia",مقهى,Jeddah,21.4773421,39.3505446,المنتزهات,قهوة الساعة
"شارع أسامة عبدالمجيد شبكشي، أبحر- طريق الأمير نايف, Jeddah 22321, Saudi Arabia",مقهى,Jeddah,21.4490898,39.3068183,المنتزهات,كافيه اوليفر
"8811 Al Basateen, Al Basatin District, 4440, Jeddah 23718, Saudi Arabia",مقهى,Jeddah,21.6889282,39.10601,المرجان,قهوة بوب
"Al Mourjan, المرجان, Jeddah 23715, Saudi Arabia",مقهى,Jeddah,21.698161,39.1049705,المرجان,مقهى مانويل سيجنتشر
"المرجان, Jeddah 23715, Saudi Arabia ,طريق الملك عبدالعزيز الفرعي،،P443+MC",مقهى,Jeddah,21.7066753,39.1035345,المرجان,دوز كافيه
"District, JFUA3054, 3054 Abi Umar Ibn Afif, 7922, Abhur Al Janubiyah, Jeddah 23734, Saudi Arabia",مقهى,Jeddah,21.707596,39.1022381,المرجان,بون كافيه
"M46C+XCF, المحمدية, Jeddah 23618, Saudi Arabia",مقهى,Jeddah,21.6962462,39.1045943,المرجان,ايلين كافيه
"M59C+X38 Gate 28, King Abdulaziz International Airport, Jeddah 23635, Saudi Arabia",مقهى,Jeddah,21.6984609,39.1046499,المرجان,ذا روف قاردن
"Prince Sultan Rd, Ar Rawdah, Jeddah 23431, Saudi Arabia",مقهى,Jeddah,21.683599,39.1083457,المرجان,مقهى جاد | قهوة متخصصة
"Q4XR+VRP, Taiba, Jeddah 23831, Saudi Arabia",مقهى,Jeddah,21.7002541,39.1049203,المرجان,مقهى الحي 1\15
"شارع إسماعيل بن كثير، البساتين، حي، جدة 23717،،, Jeddah 23719, Saudi Arabia",مقهى,Jeddah,21.6846662,39.1076893,المرجان,بون كافيه
"طريق الكورنيش،, المرجان, Jeddah 23712, Saudi Arabia",مقهى,Jeddah,21.7071451,39.1027629,المرجان,سبسايد كافيه
"2723, 7425 الامير سلطان فرعي, حي, JENA7425, Jeddah 23621, Saudi Arabia",مقهى,Jeddah,21.6353379,39.1327144,النعيم,مقهى إيلفا
"3177, An Naim District, 8154 Jeddah SA, Jeddah 23621, Saudi Arabia",مقهى,Jeddah,21.6419224,39.1368755,النعيم,مقهى أصحاب
"8494 Ahmad Ibn Osaib, An Naim District, Jeddah 21463, Saudi Arabia",مقهى,Jeddah,21.6157479,39.1520121,النعيم,مقهى مانويل سيجنتشر
"Al Amal, النعيم, Jeddah 23526, Saudi Arabia",مقهى,Jeddah,21.6230516,39.1396824,النعيم,قهوة طبقات
"Amna Bint Wahb St, النعيم ~, Jeddah 23621, Saudi Arabia",مقهى,Jeddah,21.6315215,39.1444842,النعيم,مقهى بوجي كيمكس
"Amna Bint Wahb St, النعيم, Jeddah 23261, Saudi Arabia",مقهى,Jeddah,21.6329649,39.1433976,النعيم,قهوة باوز
"Amna Bint Wahb St, النعيم, Jeddah 23622, Saudi Arabia",مقهى,Jeddah,21.6323241,39.1440958,النعيم,سكلبتشر كافيه
"An Naeem St, النعيم, Jeddah 22230, Saudi Arabia",مقهى,Jeddah,21.6168583,39.1479986,النعيم,قهوة ميلو
"An Naeem St, النعيم, Jeddah 23526, Saudi Arabia",مقهى,Jeddah,21.6182886,39.1523228,النعيم,مقهى كيالات بون
"Zayd Ibn Al Katab, النعيم, Jeddah 23622, Saudi Arabia",مقهى,Jeddah,21.6370997,39.1489919,النعيم,بون كافيه
"2353 Abdulrahman Aldakhel, An Nahdah, Jeddah 23523, Saudi Arabia",مقهى,Jeddah,21.6158029,39.121439,النهضة,مقهى انجلز
"2562 Hira St, An Nahdah, Jeddah 23523, Saudi Arabia",مقهى,Jeddah,21.6070837,39.1236299,النهضة,قهوة سميت طرابزون
"5498 Prince Sultan Rd, An Nahdah، JENB7312، 7312, Jeddah 23615, Saudi Arabia",مقهى,Jeddah,21.6270966,39.1352669,النهضة,مقهى دبل أي
"8357 King Abdul Aziz Rd, An Nahdah, Jeddah 23523, Saudi Arabia",مقهى,Jeddah,21.6116962,39.1198563,النهضة,قهوة الفراغ
"Abdulrahman al dakhil, An Nahdah, Jeddah 23523, Saudi Arabia",مقهى,Jeddah,21.6157885,39.1215171,النهضة,367 كافيه
"Abdulrahman aldakhel street, An Nahdah, Jeddah 23326, Saudi Arabia",مقهى,Jeddah,21.6180359,39.131408,النهضة,خطوة جمل
"Al Manahij, An Nahdah, Jeddah 23523, Saudi Arabia",مقهى,Jeddah,21.6090871,39.1277238,النهضة,كربتشينو كافيه
"Al Manahij, An Nahdah, Jeddah 23523, Saudi Arabia",مقهى,Jeddah,21.6134153,39.1270842,النهضة,مقهى الحي 1\15
